YEAR,MONTH,STATE,TOTAL_FLIGHTS
2017,9,Idaho,1359,0
2017,9,Illinois,22844,0
2017,9,Indiana,2111,0
2017,9,Iowa,739,0
2017,9,Kansas,655,0
2017,9,Kentucky,1729,0
2017,9,Louisiana,3680,0
2017,9,Maine,548,0
2017,9,Maryland,8233,0
2017,9,Massachussets,10365,0
2017,9,Michigan,10565,0
2017,9,Minnesota,11204,0
2017,9,Mississippi,372,0
2017,9,Missouri,4655,0
2017,9,Montana,441,0
2017,9,Nebraska,1693,0
2017,9,Nevada,12686,0
2017,9,New Hampshire,574,0
2017,9,New Jersey,9211,0
2017,9,New Mexico,0
2017,9,New York,8869,0
2017,9,North Carolina,9395,0
2017,9,North Dakota,282,0
2017,9,Ohio,3226,0
2017,9,Oklahoma,1157,0
2017,9,Oregon,5509,0
2017,9,Pennsylvania,5935,0
2017,9,Rhode Island,1122,0
2017,9,South Carolina,1157,0
2017,9,South Dakota,376,0
2017,9,Tennessee,4595,0
2017,9,Texas,14649,0
2017,9,Utah,9025,0
2017,9,Vermont,307,0
2017,9,Virginia,5961,0
2017,9,Washington,11931,0
2017,9,West Virginia,92,0
2017,9,Wisconsin,2205,0
2017,9,Wyoming,339,0
2017,10,Alabama,1011,0
2017,10,Alaska,1244,0
2017,10,Arizona,12545,0
2017,10,Arkansas,700,0
2017,10,California,18397,0
2017,10,Colorado,19181,0
2017,10,Connecticut,1876,0
2017,10,Florida,10232,0
2017,10,Georgia,29842,0
2017,10,Hawaii,3957,0
2017,10,Idaho,1442,0
2017,10,Illinois,23039,0
2017,10,Indiana,2248,0
2017,10,Iowa,744,0
2017,10,Kansas,657,0
2017,10,Kentucky,1738,0
2017,10,Louisiana,4076,0
2017,10,Maine,451,0
2017,10,Maryland,8562,0
2017,10,Massachussets,10988,0
2017,10,Michigan,11223,0
2017,10,Minnesota,12066,0
2017,10,Mississippi,403,0
2017,10,Missouri,4833,0
2017,10,Montana,391,0
2017,10,Nebraska,1646,0
2017,10,Nevada,13242,0
2017,10,New Hampshire,595,0
2017,10,New Jersey,9881,0
2017,10,New Mexico,0
2017,10,New York,9048,0
2017,10,North Carolina,9804,0
2017,10,North Dakota,313,0
2017,10,Ohio,3239,0
2017,10,Oklahoma,1302,0
2017,10,Oregon,5656,0
2017,10,Pennsylvania,6079,0
2017,10,Rhode Island,1216,0
2017,10,South Carolina,1293,0
2017,10,South Dakota,377,0
2017,10,Tennessee,5012,0
2017,10,Texas,15515,0
2017,10,Utah,9323,0
2017,10,Vermont,319,0
2017,10,Virginia,6244,0
2017,10,Washington,11688,0
2017,10,West Virginia,112,0
2017,10,Wisconsin,2304,0
2017,10,Wyoming,156,0
2017,11,Alabama,959,0
2017,11,Alaska,1157,0
2017,11,Arizona,11950,0
2017,11,Arkansas,624,0
2017,11,California,17060,0
2017,11,Colorado,17627,0
2017,11,Connecticut,1839,0
2017,11,Florida,10606,0
2017,11,Georgia,28243,0
2017,11,Hawaii,3802,0
2017,11,Idaho,1457,0
2017,11,Illinois,20715,0
2017,11,Indiana,2105,0
2017,11,Iowa,656,0
2017,11,Kansas,605,0
2017,11,Kentucky,1569,0
2017,11,Louisiana,4103,0
2017,11,Maine,334,0
2017,11,Maryland,8478,0
2017,11,Massachussets,10204,0
2017,11,Michigan,10506,0
2017,11,Minnesota,10774,0
2017,11,Mississippi,366,0
2017,11,Missouri,4555,0
2017,11,Montana,339,0
2017,11,Nebraska,1452,0
2017,11,Nevada,11984,0
2017,11,New Hampshire,530,0
2017,11,New Jersey,9444,0
2017,11,New Mexico,0
2017,11,New York,8667,0
2017,11,North Carolina,9161,0
2017,11,North Dakota,297,0
2017,11,Ohio,2972,0
2017,11,Oklahoma,1348,0
2017,11,Oregon,4977,0
2017,11,Pennsylvania,5930,0
2017,11,Rhode Island,1250,0
2017,11,South Carolina,1162,0
2017,11,South Dakota,325,0
2017,11,Tennessee,4712,0
2017,11,Texas,14359,0
2017,11,Utah,8682,0
2017,11,Vermont,176,0
2017,11,Virginia,5934,0
2017,11,Washington,10883,0
2017,11,West Virginia,131,0
2017,11,Wisconsin,2318,0
2017,11,Wyoming,60,0
2017,12,Alabama,1016,0
2017,12,Alaska,1248,0
2017,12,Arizona,12781,0
2017,12,Arkansas,535,0
2017,12,California,17709,0
2017,12,Colorado,18043,0
2017,12,Connecticut,1872,0
2017,12,Florida,11483,0
2017,12,Georgia,28297,0
2017,12,Hawaii,4116,0
2017,12,Idaho,1449,0
2017,12,Illinois,20412,0
2017,12,Indiana,2135,0
2017,12,Iowa,597,0
2017,12,Kansas,613,0
2017,12,Kentucky,1473,0
2017,12,Louisiana,4130,0
2017,12,Maine,389,0
2017,12,Maryland,8523,0
2017,12,Massachussets,9998,0
2017,12,Michigan,9720,0
2017,12,Minnesota,10600,0
2017,12,Mississippi,335,0
2017,12,Missouri,4614,0
2017,12,Montana,457,0
2017,12,Nebraska,1446,0
2017,12,Nevada,12185,0
2017,12,New Hampshire,463,0
2017,12,New Jersey,9662,0
2017,12,New Mexico,0
2017,12,New York,9140,0
2017,12,North Carolina,9144,0
2017,12,North Dakota,301,0
2017,12,Ohio,2925,0
2017,12,Oklahoma,1293,0
2017,12,Oregon,5188,0
2017,12,Pennsylvania,6103,0
2017,12,Rhode Island,1256,0
2017,12,South Carolina,1087,0
2017,12,South Dakota,282,0
2017,12,Tennessee,4704,0
2017,12,Texas,14857,0
2017,12,Utah,9100,0
2017,12,Vermont,200,0
2017,12,Virginia,5879,0
2017,12,Washington,11004,0
2017,12,West Virginia,191,0
2017,12,Wisconsin,2232,0
2017,12,Wyoming,259,0
