YEAR,MONTH,STATE,TOTAL_FLIGHTS
2013,1,Alabama,2099
2013,1,Alaska,1449
2013,1,Arizona,9119
2013,1,Arkansas,1924
2013,1,California,34492
2013,1,Colorado,11155
2013,1,Connecticut,1309
2013,1,Florida,26672
2013,1,Georgia,13614
2013,1,Hawaii,4826
2013,1,Idaho,1236
2013,1,Illinois,18070
2013,1,Indiana,2971
2013,1,Iowa,1808
2013,1,Kansas,916
2013,1,Kentucky,3908
2013,1,Louisiana,3622
2013,1,Maine,455
2013,1,Maryland,4991
2013,1,Massachusetts,5550
2013,1,Michigan,8568
2013,1,Minnesota,7004
2013,1,Mississippi,840
2013,1,Missouri,6728
2013,1,Montana,1136
2013,1,Nebraska,1672
2013,1,Nevada,7104
2013,1,New Hampshire,640
2013,1,New Jersey,5977
2013,1,New Mexico,1505
2013,1,New York,14966
2013,1,North Carolina,11038
2013,1,North Dakota,1448
2013,1,Ohio,5409
2013,1,Oklahoma,2434
2013,1,Oregon,2700
2013,1,Pennsylvania,7551
2013,1,Rhode Island,899
2013,1,South Carolina,2207
2013,1,South Dakota,852
2013,1,Tennessee,6480
2013,1,Texas,28027
2013,1,Utah,4852
2013,1,Vermont,350
2013,1,Virginia,10812
2013,1,Washington,5084
2013,1,West Virginia,199
2013,1,Wisconsin,4557
2013,1,Wyoming,845
2013,2,Alabama,1911
2013,2,Alaska,1306
2013,2,Arizona,8386
2013,2,Arkansas,1793
2013,2,California,31333
2013,2,Colorado,10503
2013,2,Connecticut,1240
2013,2,Florida,25336
2013,2,Georgia,12443
2013,2,Hawaii,4328
2013,2,Idaho,1123
2013,2,Illinois,16716
2013,2,Indiana,2733
2013,2,Iowa,1674
2013,2,Kansas,843
2013,2,Kentucky,3567
2013,2,Louisiana,3453
2013,2,Maine,419
2013,2,Maryland,4672
2013,2,Massachusetts,5187
2013,2,Michigan,7687
2013,2,Minnesota,6386
2013,2,Mississippi,774
2013,2,Missouri,6137
2013,2,Montana,1054
2013,2,Nebraska,1521
2013,2,Nevada,6493
2013,2,New Hampshire,613
2013,2,New Jersey,5529
2013,2,New Mexico,1438
2013,2,New York,13953
2013,2,North Carolina,10079
2013,2,North Dakota,1353
2013,2,Ohio,5111
2013,2,Oklahoma,2290
2013,2,Oregon,2394
2013,2,Pennsylvania,6968
2013,2,Rhode Island,887
2013,2,South Carolina,1984
2013,2,South Dakota,832
2013,2,Tennessee,5923
2013,2,Texas,25847
2013,2,Utah,4415
2013,2,Vermont,292
2013,2,Virginia,9892
2013,2,Washington,4646
2013,2,West Virginia,181
2013,2,Wisconsin,4199
2013,2,Wyoming,783
2013,3,Alabama,2195
2013,3,Alaska,1534
2013,3,Arizona,10144
2013,3,Arkansas,2097
2013,3,California,36191
2013,3,Colorado,12199
2013,3,Connecticut,1468
2013,3,Florida,30598
2013,3,Georgia,14670
2013,3,Hawaii,5050
2013,3,Idaho,1346
2013,3,Illinois,19359
2013,3,Indiana,3409
2013,3,Iowa,2022
2013,3,Kansas,931
2013,3,Kentucky,4458
2013,3,Louisiana,4071
2013,3,Maine,465
2013,3,Maryland,5440
2013,3,Massachusetts,6177
2013,3,Michigan,9340
2013,3,Minnesota,7628
2013,3,Mississippi,913
2013,3,Missouri,7157
2013,3,Montana,1338
2013,3,Nebraska,1841
2013,3,Nevada,7723
2013,3,New Hampshire,661
2013,3,New Jersey,6241
2013,3,New Mexico,1822
2013,3,New York,16091
2013,3,North Carolina,11635
2013,3,North Dakota,1642
2013,3,Ohio,5817
2013,3,Oklahoma,2645
2013,3,Oregon,2900
2013,3,Pennsylvania,8198
2013,3,Rhode Island,1021
2013,3,South Carolina,2509
2013,3,South Dakota,949
2013,3,Tennessee,6988
2013,3,Texas,29806
2013,3,Utah,5383
2013,3,Vermont,372
2013,3,Virginia,11253
2013,3,Washington,5657
2013,3,West Virginia,233
2013,3,Wisconsin,5019
2013,3,Wyoming,842
2013,4,Alabama,2247
2013,4,Alaska,1487
2013,4,Arizona,9286
2013,4,Arkansas,2146
2013,4,California,35877
2013,4,Colorado,10766
2013,4,Connecticut,1540
2013,4,Florida,27935
2013,4,Georgia,14416
2013,4,Hawaii,4741
2013,4,Idaho,1207
2013,4,Illinois,19862
2013,4,Indiana,3237
2013,4,Iowa,1970
2013,4,Kansas,952
2013,4,Kentucky,4594
2013,4,Louisiana,4077
2013,4,Maine,509
2013,4,Maryland,5384
2013,4,Massachusetts,6271
2013,4,Michigan,9474
2013,4,Minnesota,7582
2013,4,Mississippi,924
2013,4,Missouri,7165
2013,4,Montana,1232
2013,4,Nebraska,1872
2013,4,Nevada,7639
2013,4,New Hampshire,755
2013,4,New Jersey,6284
2013,4,New Mexico,1850
2013,4,New York,15915
2013,4,North Carolina,11602
2013,4,North Dakota,1513
2013,4,Ohio,5849
2013,4,Oklahoma,2568
2013,4,Oregon,2794
2013,4,Pennsylvania,7959
2013,4,Rhode Island,1018
2013,4,South Carolina,2569
2013,4,South Dakota,934
2013,4,Tennessee,6980
2013,4,Texas,29029
2013,4,Utah,5019
2013,4,Vermont,335
2013,4,Virginia,11152
2013,4,Washington,5728
2013,4,West Virginia,230
2013,4,Wisconsin,4960
2013,4,Wyoming,675
2013,5,Alabama,2329
2013,5,Alaska,1909
2013,5,Arizona,9365
2013,5,Arkansas,2248
2013,5,California,37466
2013,5,Colorado,11026
2013,5,Connecticut,1558
2013,5,Florida,26100
2013,5,Georgia,14660
2013,5,Hawaii,4838
2013,5,Idaho,1187
2013,5,Illinois,20573
2013,5,Indiana,3202
2013,5,Iowa,2060
2013,5,Kansas,1038
2013,5,Kentucky,4775
2013,5,Louisiana,4266
2013,5,Maine,580
2013,5,Maryland,5555
2013,5,Massachusetts,6624
2013,5,Michigan,9892
2013,5,Minnesota,7623
2013,5,Mississippi,945
2013,5,Missouri,7497
2013,5,Montana,1236
2013,5,Nebraska,1886
2013,5,Nevada,8086
2013,5,New Hampshire,682
2013,5,New Jersey,6522
2013,5,New Mexico,1996
2013,5,New York,16619
2013,5,North Carolina,12217
2013,5,North Dakota,1516
2013,5,Ohio,5962
2013,5,Oklahoma,2672
2013,5,Oregon,2980
2013,5,Pennsylvania,8141
2013,5,Rhode Island,1123
2013,5,South Carolina,2725
2013,5,South Dakota,992
2013,5,Tennessee,7122
2013,5,Texas,29970
2013,5,Utah,5031
2013,5,Vermont,444
2013,5,Virginia,11571
2013,5,Washington,6410
2013,5,West Virginia,230
2013,5,Wisconsin,5041
2013,5,Wyoming,699
2013,6,Alabama,2299
2013,6,Alaska,2480
2013,6,Arizona,9200
2013,6,Arkansas,2180
2013,6,California,38479
2013,6,Colorado,11506
2013,6,Connecticut,1484
2013,6,Florida,24898
2013,6,Georgia,14599
2013,6,Hawaii,5037
2013,6,Idaho,1301
2013,6,Illinois,20925
2013,6,Indiana,3508
2013,6,Iowa,2045
2013,6,Kansas,989
2013,6,Kentucky,4670
2013,6,Louisiana,4059
2013,6,Maine,638
2013,6,Maryland,5628
2013,6,Massachusetts,6853
2013,6,Michigan,10109
2013,6,Minnesota,7835
2013,6,Mississippi,951
2013,6,Missouri,7407
2013,6,Montana,1651
2013,6,Nebraska,1891
2013,6,Nevada,8021
2013,6,New Hampshire,780
2013,6,New Jersey,6402
2013,6,New Mexico,2109
2013,6,New York,16352
2013,6,North Carolina,12036
2013,6,North Dakota,1646
2013,6,Ohio,6116
2013,6,Oklahoma,2837
2013,6,Oregon,3346
2013,6,Pennsylvania,8325
2013,6,Rhode Island,1073
2013,6,South Carolina,2595
2013,6,South Dakota,1094
2013,6,Tennessee,6956
2013,6,Texas,29725
2013,6,Utah,5269
2013,6,Vermont,515
2013,6,Virginia,11380
2013,6,Washington,7027
2013,6,West Virginia,253
2013,6,Wisconsin,5003
2013,6,Wyoming,840
2013,7,Alabama,2315
2013,7,Alaska,2690
2013,7,Arizona,9283
2013,7,Arkansas,2173
2013,7,California,40181
2013,7,Colorado,11912
2013,7,Connecticut,1471
2013,7,Delaware,26
2013,7,Florida,25589
2013,7,Georgia,15127
2013,7,Hawaii,5267
2013,7,Idaho,1401
2013,7,Illinois,21575
2013,7,Indiana,3607
2013,7,Iowa,2182
2013,7,Kansas,1021
2013,7,Kentucky,4934
2013,7,Louisiana,4111
2013,7,Maine,727
2013,7,Maryland,5780
2013,7,Massachusetts,7288
2013,7,Michigan,10699
2013,7,Minnesota,8142
2013,7,Mississippi,958
2013,7,Missouri,7735
2013,7,Montana,1994
2013,7,Nebraska,2017
2013,7,Nevada,8151
2013,7,New Hampshire,767
2013,7,New Jersey,6512
2013,7,New Mexico,2176
2013,7,New York,16999
2013,7,North Carolina,12509
2013,7,North Dakota,1729
2013,7,Ohio,6055
2013,7,Oklahoma,2897
2013,7,Oregon,3659
2013,7,Pennsylvania,8692
2013,7,Rhode Island,1070
2013,7,South Carolina,2786
2013,7,South Dakota,1161
2013,7,Tennessee,6956
2013,7,Texas,30543
2013,7,Utah,5436
2013,7,Vermont,465
2013,7,Virginia,11728
2013,7,Washington,7485
2013,7,West Virginia,297
2013,7,Wisconsin,5223
2013,7,Wyoming,993
2013,8,Alabama,2351
2013,8,Alaska,2635
2013,8,Arizona,9007
2013,8,Arkansas,2202
2013,8,California,39814
2013,8,Colorado,11774
2013,8,Connecticut,1547
2013,8,Delaware,27
2013,8,Florida,24234
2013,8,Georgia,14954
2013,8,Hawaii,5102
2013,8,Idaho,1412
2013,8,Illinois,21257
2013,8,Indiana,3603
2013,8,Iowa,2122
2013,8,Kansas,1041
2013,8,Kentucky,4881
2013,8,Louisiana,3916
2013,8,Maine,694
2013,8,Maryland,5631
2013,8,Massachusetts,7311
2013,8,Michigan,10764
2013,8,Minnesota,8120
2013,8,Mississippi,945
2013,8,Missouri,7507
2013,8,Montana,1962
2013,8,Nebraska,2052
2013,8,Nevada,8086
2013,8,New Hampshire,732
2013,8,New Jersey,6480
2013,8,New Mexico,2101
2013,8,New York,16887
2013,8,North Carolina,12362
2013,8,North Dakota,1686
2013,8,Ohio,6140
2013,8,Oklahoma,2845
2013,8,Oregon,3530
2013,8,Pennsylvania,8589
2013,8,Rhode Island,1058
2013,8,South Carolina,2715
2013,8,South Dakota,1177
2013,8,Tennessee,7162
2013,8,Texas,30023
2013,8,Utah,5453
2013,8,Vermont,437
2013,8,Virginia,11644
2013,8,Washington,7345
2013,8,West Virginia,289
2013,8,Wisconsin,5170
2013,8,Wyoming,981
2013,9,Alabama,2233
2013,9,Alaska,1891
2013,9,Arizona,8348
2013,9,Arkansas,2074
2013,9,California,36123
2013,9,Colorado,10922
2013,9,Connecticut,1391
2013,9,Delaware,27
2013,9,Florida,20756
2013,9,Georgia,13728
2013,9,Hawaii,4387
2013,9,Idaho,1282
2013,9,Illinois,19464
2013,9,Indiana,3266
2013,9,Iowa,1993
2013,9,Kansas,957
2013,9,Kentucky,4411
2013,9,Louisiana,3770
2013,9,Maine,630
2013,9,Maryland,5118
2013,9,Massachusetts,6536
2013,9,Michigan,9456
2013,9,Minnesota,7244
2013,9,Mississippi,882
2013,9,Missouri,6769
2013,9,Montana,1540
2013,9,Nebraska,1828
2013,9,Nevada,7609
2013,9,New Hampshire,678
2013,9,New Jersey,6034
2013,9,New Mexico,1930
2013,9,New York,15692
2013,9,North Carolina,11632
2013,9,North Dakota,1615
2013,9,Ohio,5832
2013,9,Oklahoma,2560
2013,9,Oregon,3261
2013,9,Pennsylvania,7775
2013,9,Rhode Island,937
2013,9,South Carolina,2459
2013,9,South Dakota,1027
2013,9,Tennessee,6351
2013,9,Texas,28190
2013,9,Utah,4874
2013,9,Vermont,306
2013,9,Virginia,10689
2013,9,Washington,6395
2013,9,West Virginia,247
2013,9,Wisconsin,4771
2013,9,Wyoming,814
2013,10,Alabama,2411
2013,10,Alaska,1651
2013,10,Arizona,9095
2013,10,Arkansas,2203
2013,10,California,37268
2013,10,Colorado,11240
2013,10,Connecticut,1474
2013,10,Delaware,27
2013,10,Florida,23111
2013,10,Georgia,14451
2013,10,Hawaii,4483
2013,10,Idaho,1236
2013,10,Illinois,20381
2013,10,Indiana,3419
2013,10,Iowa,2193
2013,10,Kansas,952
2013,10,Kentucky,4698
2013,10,Louisiana,4054
2013,10,Maine,634
2013,10,Maryland,5321
2013,10,Massachusetts,6811
2013,10,Michigan,9879
2013,10,Minnesota,7633
2013,10,Mississippi,924
2013,10,Missouri,7034
2013,10,Montana,1315
2013,10,Nebraska,1942
2013,10,Nevada,8075
2013,10,New Hampshire,754
2013,10,New Jersey,6285
2013,10,New Mexico,1997
2013,10,New York,16486
2013,10,North Carolina,12341
2013,10,North Dakota,1686
2013,10,Ohio,5979
2013,10,Oklahoma,2716
2013,10,Oregon,3323
2013,10,Pennsylvania,8042
2013,10,Rhode Island,956
2013,10,South Carolina,2654
2013,10,South Dakota,1066
2013,10,Tennessee,6883
2013,10,Texas,29464
2013,10,Utah,4988
2013,10,Vermont,408
2013,10,Virginia,11117
2013,10,Washington,6046
2013,10,West Virginia,256
2013,10,Wisconsin,5052
2013,10,Wyoming,695
2013,11,Alabama,2234
2013,11,Alaska,1487
2013,11,Arizona,8835
2013,11,Arkansas,2037
2013,11,California,35188
2013,11,Colorado,10398
2013,11,Connecticut,1436
2013,11,Delaware,28
2013,11,Florida,24200
2013,11,Georgia,13508
2013,11,Hawaii,4565
2013,11,Idaho,1200
2013,11,Illinois,18380
2013,11,Indiana,3137
2013,11,Iowa,1829
2013,11,Kansas,867
2013,11,Kentucky,4134
2013,11,Louisiana,3869
2013,11,Maine,442
2013,11,Maryland,4868
2013,11,Massachusetts,6161
2013,11,Michigan,8872
2013,11,Minnesota,6913
2013,11,Mississippi,858
2013,11,Missouri,6457
2013,11,Montana,1131
2013,11,Nebraska,1819
2013,11,Nevada,7288
2013,11,New Hampshire,525
2013,11,New Jersey,5838
2013,11,New Mexico,1745
2013,11,New York,15106
2013,11,North Carolina,11362
2013,11,North Dakota,1629
2013,11,Ohio,5466
2013,11,Oklahoma,2514
2013,11,Oregon,3134
2013,11,Pennsylvania,7406
2013,11,Rhode Island,858
2013,11,South Carolina,2445
2013,11,South Dakota,1027
2013,11,Tennessee,6169
2013,11,Texas,27935
2013,11,Utah,4576
2013,11,Vermont,355
2013,11,Virginia,10354
2013,11,Washington,5590
2013,11,West Virginia,244
2013,11,Wisconsin,4657
2013,11,Wyoming,654
2013,12,Alabama,2102
2013,12,Alaska,1547
2013,12,Arizona,9212
2013,12,Arkansas,1968
2013,12,California,36420
2013,12,Colorado,11385
2013,12,Connecticut,1414
2013,12,Delaware,31
2013,12,Florida,26676
2013,12,Georgia,13574
2013,12,Hawaii,4868
2013,12,Idaho,1280
2013,12,Illinois,17871
2013,12,Indiana,3069
2013,12,Iowa,1814
2013,12,Kansas,875
2013,12,Kentucky,3976
2013,12,Louisiana,3680
2013,12,Maine,448
2013,12,Maryland,4899
2013,12,Massachusetts,5872
2013,12,Michigan,8376
2013,12,Minnesota,6880
2013,12,Mississippi,821
2013,12,Missouri,6632
2013,12,Montana,1316
2013,12,Nebraska,1852
2013,12,Nevada,7277
2013,12,New Hampshire,516
2013,12,New Jersey,5813
2013,12,New Mexico,1732
2013,12,New York,15254
2013,12,North Carolina,11600
2013,12,North Dakota,1650
2013,12,Ohio,5329
2013,12,Oklahoma,2551
2013,12,Oregon,3228
2013,12,Pennsylvania,7332
2013,12,Rhode Island,881
2013,12,South Carolina,2372
2013,12,South Dakota,1010
2013,12,Tennessee,5859
2013,12,Texas,28982
2013,12,Utah,4799
2013,12,Vermont,297
2013,12,Virginia,10135
2013,12,Washington,5862
2013,12,West Virginia,232
2013,12,Wisconsin,4558
2013,12,Wyoming,768
2014,1,Alabama,1780
2014,1,Alaska,1504
2014,1,Arizona,8823
2014,1,Arkansas,1797
2014,1,California,34940
2014,1,Colorado,11243
2014,1,Connecticut,1299
2014,1,Delaware,29
2014,1,Florida,26189
2014,1,Georgia,13046
2014,1,Hawaii,4265
2014,1,Idaho,1120
2014,1,Illinois,15946
2014,1,Indiana,2484
2014,1,Iowa,1366
2014,1,Kansas,804
2014,1,Kentucky,2497
2014,1,Louisiana,3650
2014,1,Maine,351
2014,1,Maryland,4431
2014,1,Massachusetts,5599
2014,1,Michigan,6135
2014,1,Minnesota,5237
2014,1,Mississippi,830
2014,1,Missouri,6023
2014,1,Montana,1252
2014,1,Nebraska,1616
2014,1,Nevada,7179
2014,1,New Hampshire,409
2014,1,New Jersey,5496
2014,1,New Mexico,1512
2014,1,New York,12852
2014,1,North Carolina,9491
2014,1,North Dakota,1088
2014,1,Ohio,4763
2014,1,Oklahoma,2400
2014,1,Oregon,3005
2014,1,Pennsylvania,6392
2014,1,Rhode Island,700
2014,1,South Carolina,1687
2014,1,South Dakota,925
2014,1,Tennessee,4866
2014,1,Texas,27352
2014,1,Utah,4716
2014,1,Vermont,231
2014,1,Virginia,8779
2014,1,Washington,5446
2014,1,West Virginia,197
2014,1,Wisconsin,3790
2014,1,Wyoming,830
2014,2,Alabama,1639
2014,2,Alaska,1335
2014,2,Arizona,8031
2014,2,Arkansas,1650
2014,2,California,31427
2014,2,Colorado,10112
2014,2,Connecticut,1203
2014,2,Delaware,28
2014,2,Florida,24633
2014,2,Georgia,11958
2014,2,Hawaii,3823
2014,2,Idaho,984
2014,2,Illinois,14551
2014,2,Indiana,2329
2014,2,Iowa,1230
2014,2,Kansas,678
2014,2,Kentucky,2267
2014,2,Louisiana,3358
2014,2,Maine,323
2014,2,Maryland,4031
2014,2,Massachusetts,5192
2014,2,Michigan,5610
2014,2,Minnesota,4833
2014,2,Mississippi,747
2014,2,Missouri,5436
2014,2,Montana,1079
2014,2,Nebraska,1469
2014,2,Nevada,6540
2014,2,New Hampshire,360
2014,2,New Jersey,5150
2014,2,New Mexico,1351
2014,2,New York,11999
2014,2,North Carolina,8468
2014,2,North Dakota,969
2014,2,Ohio,4425
2014,2,Oklahoma,2107
2014,2,Oregon,2612
2014,2,Pennsylvania,5798
2014,2,Rhode Island,646
2014,2,South Carolina,1491
2014,2,South Dakota,842
2014,2,Tennessee,4412
2014,2,Texas,24857
2014,2,Utah,4228
2014,2,Vermont,202
2014,2,Virginia,7939
2014,2,Washington,4880
2014,2,West Virginia,183
2014,2,Wisconsin,3498
2014,2,Wyoming,774
2014,3,Alabama,1957
2014,3,Alaska,1444
2014,3,Arizona,9883
2014,3,Arkansas,1884
2014,3,California,36264
2014,3,Colorado,11858
2014,3,Connecticut,1330
2014,3,Delaware,32
2014,3,Florida,29754
2014,3,Georgia,14179
2014,3,Hawaii,4419
2014,3,Idaho,1236
2014,3,Illinois,16878
2014,3,Indiana,2823
2014,3,Iowa,1365
2014,3,Kansas,718
2014,3,Kentucky,2843
2014,3,Louisiana,3972
2014,3,Maine,329
2014,3,Maryland,4738
2014,3,Massachusetts,6200
2014,3,Michigan,7094
2014,3,Minnesota,5661
2014,3,Mississippi,822
2014,3,Missouri,6169
2014,3,Montana,1331
2014,3,Nebraska,1634
2014,3,Nevada,7850
2014,3,New Hampshire,362
2014,3,New Jersey,5690
2014,3,New Mexico,1656
2014,3,New York,13756
2014,3,North Carolina,9691
2014,3,North Dakota,1024
2014,3,Ohio,4945
2014,3,Oklahoma,2387
2014,3,Oregon,3176
2014,3,Pennsylvania,6848
2014,3,Rhode Island,770
2014,3,South Carolina,1802
2014,3,South Dakota,759
2014,3,Tennessee,4986
2014,3,Texas,28365
2014,3,Utah,5129
2014,3,Vermont,172
2014,3,Virginia,9354
2014,3,Washington,5749
2014,3,West Virginia,207
2014,3,Wisconsin,4248
2014,3,Wyoming,877
2014,4,Alabama,1868
2014,4,Alaska,1375
2014,4,Arizona,8968
2014,4,Arkansas,1834
2014,4,California,35887
2014,4,Colorado,9960
2014,4,Connecticut,1362
2014,4,Delaware,32
2014,4,Florida,26593
2014,4,Georgia,13689
2014,4,Hawaii,4172
2014,4,Idaho,1158
2014,4,Illinois,17017
2014,4,Indiana,2777
2014,4,Iowa,1373
2014,4,Kansas,790
2014,4,Kentucky,2787
2014,4,Louisiana,3778
2014,4,Maine,396
2014,4,Maryland,4743
2014,4,Massachusetts,6309
2014,4,Michigan,7104
2014,4,Minnesota,5816
2014,4,Mississippi,804
2014,4,Missouri,6099
2014,4,Montana,1185
2014,4,Nebraska,1460
2014,4,Nevada,7672
2014,4,New Hampshire,382
2014,4,New Jersey,5290
2014,4,New Mexico,1656
2014,4,New York,13239
2014,4,North Carolina,9618
2014,4,North Dakota,1164
2014,4,Ohio,5050
2014,4,Oklahoma,2292
2014,4,Oregon,3191
2014,4,Pennsylvania,6759
2014,4,Rhode Island,720
2014,4,South Carolina,1874
2014,4,South Dakota,849
2014,4,Tennessee,4924
2014,4,Texas,27060
2014,4,Utah,4847
2014,4,Vermont,257
2014,4,Virginia,9216
2014,4,Washington,5845
2014,4,West Virginia,227
2014,4,Wisconsin,4138
2014,4,Wyoming,652
2014,5,Alabama,1909
2014,5,Alaska,1739
2014,5,Arizona,9058
2014,5,Arkansas,1907
2014,5,California,37427
2014,5,Colorado,10808
2014,5,Connecticut,1304
2014,5,Delaware,54
2014,5,Florida,24833
2014,5,Georgia,13976
2014,5,Hawaii,4318
2014,5,Idaho,1176
2014,5,Illinois,17863
2014,5,Indiana,3017
2014,5,Iowa,1512
2014,5,Kansas,761
2014,5,Kentucky,2763
2014,5,Louisiana,3806
2014,5,Maine,471
2014,5,Maryland,5000
2014,5,Massachusetts,6738
2014,5,Michigan,7539
2014,5,Minnesota,5976
2014,5,Mississippi,845
2014,5,Missouri,6426
2014,5,Montana,1344
2014,5,Nebraska,1711
2014,5,Nevada,7967
2014,5,New Hampshire,398
2014,5,New Jersey,5602
2014,5,New Mexico,1703
2014,5,New York,14088
2014,5,North Carolina,9905
2014,5,North Dakota,1243
2014,5,Ohio,5103
2014,5,Oklahoma,2391
2014,5,Oregon,3479
2014,5,Pennsylvania,7007
2014,5,Rhode Island,724
2014,5,South Carolina,1901
2014,5,South Dakota,985
2014,5,Tennessee,5118
2014,5,Texas,28657
2014,5,Utah,4848
2014,5,Vermont,328
2014,5,Virginia,9782
2014,5,Washington,6481
2014,5,West Virginia,233
2014,5,Wisconsin,4424
2014,5,Wyoming,742
2014,6,Alabama,1889
2014,6,Alaska,2287
2014,6,Arizona,8881
2014,6,Arkansas,1972
2014,6,California,38353
2014,6,Colorado,11436
2014,6,Connecticut,1412
2014,6,Delaware,54
2014,6,Florida,23110
2014,6,Georgia,13730
2014,6,Hawaii,4466
2014,6,Idaho,1280
2014,6,Illinois,18117
2014,6,Indiana,2910
2014,6,Iowa,1528
2014,6,Kansas,819
2014,6,Kentucky,2639
2014,6,Louisiana,3666
2014,6,Maine,601
2014,6,Maryland,4976
2014,6,Massachusetts,6902
2014,6,Michigan,7656
2014,6,Minnesota,6585
2014,6,Mississippi,843
2014,6,Missouri,6688
2014,6,Montana,1688
2014,6,Nebraska,1707
2014,6,Nevada,7786
2014,6,New Hampshire,453
2014,6,New Jersey,6221
2014,6,New Mexico,1824
2014,6,New York,13958
2014,6,North Carolina,9386
2014,6,North Dakota,1389
2014,6,Ohio,5046
2014,6,Oklahoma,2504
2014,6,Oregon,3367
2014,6,Pennsylvania,6871
2014,6,Rhode Island,761
2014,6,South Carolina,1808
2014,6,South Dakota,1095
2014,6,Tennessee,5017
2014,6,Texas,28820
2014,6,Utah,5166
2014,6,Vermont,415
2014,6,Virginia,9914
2014,6,Washington,7011
2014,6,West Virginia,238
2014,6,Wisconsin,4559
2014,6,Wyoming,903
2014,7,Alabama,1864
2014,7,Alaska,2464
2014,7,Arizona,9025
2014,7,Arkansas,1981
2014,7,California,40201
2014,7,Colorado,12005
2014,7,Connecticut,1462
2014,7,Delaware,58
2014,7,Florida,23550
2014,7,Georgia,14201
2014,7,Hawaii,4782
2014,7,Idaho,1377
2014,7,Illinois,18566
2014,7,Indiana,3103
2014,7,Iowa,1512
2014,7,Kansas,766
2014,7,Kentucky,2760
2014,7,Louisiana,3692
2014,7,Maine,576
2014,7,Maryland,5059
2014,7,Massachusetts,7282
2014,7,Michigan,8125
2014,7,Minnesota,6670
2014,7,Mississippi,855
2014,7,Missouri,7049
2014,7,Montana,2131
2014,7,Nebraska,1733
2014,7,Nevada,8020
2014,7,New Hampshire,505
2014,7,New Jersey,6201
2014,7,New Mexico,1969
2014,7,New York,14430
2014,7,North Carolina,9850
2014,7,North Dakota,1347
2014,7,Ohio,5119
2014,7,Oklahoma,2737
2014,7,Oregon,3526
2014,7,Pennsylvania,7014
2014,7,Rhode Island,870
2014,7,South Carolina,1864
2014,7,South Dakota,1239
2014,7,Tennessee,5082
2014,7,Texas,29670
2014,7,Utah,5384
2014,7,Vermont,304
2014,7,Virginia,10098
2014,7,Washington,7427
2014,7,West Virginia,256
2014,7,Wisconsin,4503
2014,7,Wyoming,1024
2014,8,Alabama,1885
2014,8,Alaska,2403
2014,8,Arizona,8568
2014,8,Arkansas,1925
2014,8,California,39141
2014,8,Colorado,11683
2014,8,Connecticut,1432
2014,8,Delaware,57
2014,8,Florida,22578
2014,8,Georgia,14218
2014,8,Hawaii,4688
2014,8,Idaho,1365
2014,8,Illinois,18325
2014,8,Indiana,2954
2014,8,Iowa,1506
2014,8,Kansas,821
2014,8,Kentucky,2790
2014,8,Louisiana,3594
2014,8,Maine,534
2014,8,Maryland,4946
2014,8,Massachusetts,7175
2014,8,Michigan,8020
2014,8,Minnesota,6591
2014,8,Mississippi,825
2014,8,Missouri,6702
2014,8,Montana,2087
2014,8,Nebraska,1651
2014,8,Nevada,7863
2014,8,New Hampshire,477
2014,8,New Jersey,6079
2014,8,New Mexico,1816
2014,8,New York,14367
2014,8,North Carolina,9662
2014,8,North Dakota,1341
2014,8,Ohio,4907
2014,8,Oklahoma,2600
2014,8,Oregon,3607
2014,8,Pennsylvania,6885
2014,8,Rhode Island,851
2014,8,South Carolina,1862
2014,8,South Dakota,1153
2014,8,Tennessee,5073
2014,8,Texas,28545
2014,8,Utah,5397
2014,8,Vermont,349
2014,8,Virginia,10072
2014,8,Washington,7654
2014,8,West Virginia,258
2014,8,Wisconsin,4483
2014,8,Wyoming,1026
2014,9,Alabama,1873
2014,9,Alaska,1741
2014,9,Arizona,7863
2014,9,Arkansas,1733
2014,9,California,35665
2014,9,Colorado,10903
2014,9,Connecticut,1327
2014,9,Delaware,50
2014,9,Florida,20066
2014,9,Georgia,13458
2014,9,Hawaii,4080
2014,9,Idaho,1228
2014,9,Illinois,17844
2014,9,Indiana,2849
2014,9,Iowa,1512
2014,9,Kansas,800
2014,9,Kentucky,2661
2014,9,Louisiana,3424
2014,9,Maine,382
2014,9,Maryland,4579
2014,9,Massachusetts,6605
2014,9,Michigan,7444
2014,9,Minnesota,6160
2014,9,Mississippi,767
2014,9,Missouri,6166
2014,9,Montana,1694
2014,9,Nebraska,1542
2014,9,Nevada,7348
2014,9,New Hampshire,502
2014,9,New Jersey,5662
2014,9,New Mexico,1620
2014,9,New York,13851
2014,9,North Carolina,9454
2014,9,North Dakota,1196
2014,9,Ohio,4849
2014,9,Oklahoma,2439
2014,9,Oregon,2829
2014,9,Pennsylvania,6598
2014,9,Rhode Island,797
2014,9,South Carolina,1946
2014,9,South Dakota,1026
2014,9,Tennessee,4945
2014,9,Texas,27030
2014,9,Utah,4812
2014,9,Vermont,317
2014,9,Virginia,9641
2014,9,Washington,6484
2014,9,West Virginia,233
2014,9,Wisconsin,4295
2014,9,Wyoming,842
2014,10,Alabama,1863
2014,10,Alaska,1464
2014,10,Arizona,8719
2014,10,Arkansas,1780
2014,10,California,36916
2014,10,Colorado,11032
2014,10,Connecticut,1341
2014,10,Delaware,45
2014,10,Florida,22215
2014,10,Georgia,14037
2014,10,Hawaii,4273
2014,10,Idaho,1151
2014,10,Illinois,19273
2014,10,Indiana,3026
